stem_offset	yomi	candidate	freq	left_connection_id	right_connection_id	yomi_len	candidate_len
65017	おへんじ	お返事	142	190	100	4	3
65026	おへんじ	御返事	126	190	100	4	3
65035	おへんろ	お遍路	0	190	37	4	3
65044	おべっか	おべっか	142	190	101	4	4
65047	おべんきょう	お勉強	79	190	37	6	3
65056	おべんきょう	御勉強	63	190	37	6	3
65065	おべんじょ	お便所	79	190	37	5	3
65074	おべんじょ	御便所	63	190	37	5	3
65083	おべんとう	お弁当	47	190	37	5	3
65092	おべんとう	御弁当	31	190	37	5	3
65101	おべんとうや	お弁当屋	0	190	37	6	4
65112	おぺ	オペ	79	190	37	2	2
65115	おぺら	オペラ	301	190	37	3	3
65118	おぺらぐらす	オペラグラス	47	190	37	6	6
65121	おぺらざ	オペラ座	0	190	45	4	4
65132	おぺらはうす	オペラハウス	0	190	37	6	6
65135	おぺる	オペル	0	190	45	3	3
65138	おぺれーしょなる	オペレーショナル	0	190	64	8	8
65141	おぺれーしょなる	オペレーショナル	0	190	123	8	8
65144	おぺれーしょん	オペレーション	126	190	101	7	7
65147	おぺれーたー	オペレーター	47	190	37	6	6
65150	おぺれーてぃんぐ	オペレーティング	126	190	101	8	8
65153	おほし	お星	0	190	37	3	2
65160	おほしさま	お星さま	0	190	37	5	4
65171	おほしさま	お星様	0	190	37	5	3
65180	おほね	お骨	0	190	37	3	2
65187	おほほほ	おほほほ	79	190	61	4	4
65190	おほほほ	オホホホ	63	190	61	4	4
65193	おほめ	お褒め	0	190	100	3	3
65202	おほめ	お誉め	0	190	100	3	3
65211	おほり	お堀	0	190	37	3	2
65218	おほり	お彫り	0	190	104	3	3
65227	おほーつく	オホーツク	15	190	37	5	5
65230	おぼうさま	お坊様	0	190	37	5	3
65239	おぼうさん	お坊さん	79	190	37	5	4
65250	おぼうさん	御坊さん	63	190	37	5	4
65261	おぼえ	覚え	301	190	37	3	2
65268	おぼえ	覚え	301	190	95	3	2
65275	おぼえ	おぼえ	285	190	37	3	3
65278	おぼえ	おぼえ	285	190	95	3	3
65281	おぼえがき	覚え書き	126	190	37	5	4
65292	おぼえがき	覚書	111	190	37	5	2
65299	おぼえこ	覚え込	47	190	91	4	3
65308	おぼえたて	覚えたて	0	190	37	5	4
65319	おぼしめし	思し召し	126	190	37	5	4
65330	おぼっちゃま	お坊っちゃま	47	190	101	6	6
65345	おぼっちゃん	お坊っちゃん	47	190	44	6	6
65360	おぼっちゃん	御坊っちゃん	31	190	37	6	6
65375	おぼっちゃん	お坊ちゃん	0	190	37	6	5
65388	おぼっちゃんたら	お坊っちゃんたら	47	190	209	8	8
65407	おぼっちゃんてば	お坊っちゃんてば	47	190	215	8	8
65426	おぼつかな	おぼつかな	63	190	76	5	5
65429	おぼつかな	覚束な	47	190	76	5	3
65438	おぼつかな	覚束無	47	190	76	5	3
65447	おぼつかなげ	おぼつかなげ	63	190	122	6	6
65450	おぼつかの	おぼつかの	63	190	153	5	5
65453	おぼつかの	覚束の	47	190	153	5	3
65462	おぼつかの	覚束無	47	190	153	5	3
65471	おぼれ	溺れ	222	190	94	3	2
65478	おぼれ	おぼれ	206	190	94	3	3
65481	おぼれじに	溺れ死に	31	190	101	5	4
65492	おぼろ	おぼろ	79	190	37	3	3
65495	おぼろ	おぼろ	79	190	120	3	3
65498	おぼろ	朧	63	190	37	3	1
65503	おぼろ	朧	63	190	120	3	1
65508	おぼろげ	おぼろげ	79	190	37	4	4
65511	おぼろげ	おぼろげ	79	190	120	4	4
65514	おぼろげ	おぼろ気	63	190	37	4	4
65525	おぼろげ	おぼろ気	63	190	120	4	4
65536	おぼん	お盆	142	190	37	3	2
65543	おぼん	御盆	126	190	37	3	2
65550	おぼんすぎ	お盆過ぎ	0	190	37	5	4
65561	おぼんやすみ	お盆休み	0	190	37	6	4
65572	おまいり	お参り	126	190	100	4	3
65581	おまいり	お詣り	111	190	100	4	3
65590	おまいり	御参り	111	190	100	4	3
65599	おまいり	御詣り	95	190	100	4	3
65608	おまえ	お前	222	190	42	3	2
65615	おまえ	おまえ	206	190	42	3	3
65618	おまえ	御前	206	190	42	3	2
65625	おまえさん	お前さん	0	190	44	5	4
65636	おまえさんたら	お前さんたら	0	190	209	7	6
65651	おまえさんてば	お前さんてば	0	190	215	7	6
65666	おまえら	お前ら	0	190	43	4	3
65675	おまかせ	お任せ	15	190	100	4	3
65684	おまかせ	おまかせ	0	190	100	4	4
65687	おまかせ	お委せ	0	190	100	4	3
65696	おまけ	おまけ	142	190	101	3	3
65699	おまけに	おまけに	142	190	67	4	4
65702	おまご	お孫	79	190	37	3	2
65709	おまご	御孫	63	190	37	3	2
65716	おまごさん	お孫さん	47	190	37	5	4
65727	おまごさん	御孫さん	31	190	37	5	4
65738	おまじない	おまじない	47	190	37	5	5
65741	おませ	おませ	79	190	37	3	3
65744	おませ	おませ	79	190	120	3	3
65747	おまた	小俣	63	190	40	3	2
65754	おまたせ	お待たせ	15	190	104	4	4
65765	おまたせ	御待たせ	0	190	104	4	4
65776	おまち	お待ち	79	190	104	3	3
65785	おまち	御待ち	63	190	104	3	3
65794	おまちかね	おまちかね	0	190	37	5	5
65797	おまちかね	お待ちかね	0	190	37	5	5
65810	おまちがい	お間違い	79	190	37	5	4
65821	おまちがい	おまちがい	63	190	37	5	5
65824	おまちがえ	お間違え	0	190	37	5	4
65835	おまちどおさま	おまちどおさま	63	190	37	7	7
65838	おまつり	お祭り	142	190	101	4	3
65847	おまつり	御祭り	126	190	101	4	3
65856	おまつり	お祀り	0	190	101	4	3
65865	おまつりきぶん	お祭り気分	0	190	37	7	5
65878	おまつりさわぎ	お祭り騒ぎ	63	190	101	7	5
65891	おまつりさわぎ	御祭り騒ぎ	47	190	101	7	5
65904	おまねき	お招き	0	190	37	4	3
65913	おままごと	おままごと	0	190	37	5	5
65916	おまもり	お守り	222	190	100	4	3
65925	おまもり	御守り	206	190	100	4	3
65934	おまよい	お迷い	0	190	37	4	3
65943	おまる	おまる	79	190	37	3	3
65946	おまわり	お巡り	79	190	37	4	3
65955	おまわりさん	お巡りさん	47	190	37	6	5
65968	おまわりさん	御巡りさん	31	190	37	6	5
65981	おまんじゅう	お饅頭	79	190	37	6	3
65990	おまんじゅう	御饅頭	63	190	37	6	3
65999	おまーる	オマール	0	190	37	4	4
66002	おまーん	オマーン	0	190	45	4	4
66005	おみあい	お見合い	0	190	101	4	4
66016	おみうけ	お見受け	0	190	101	4	4
66027	おみおくり	お見送り	0	190	101	5	4
66038	おみおつけ	御味御付	0	190	37	5	4
66049	おみおつけ	御味御汁	0	190	37	5	4
66060	おみかけ	お見かけ	0	190	101	4	4
66071	おみかけ	お見掛け	0	190	101	4	4
66082	おみき	お神酒	79	190	37	3	3
66091	おみき	御神酒	63	190	37	3	3
66100	おみくじ	おみくじ	142	190	37	4	4
66103	おみくじ	御神籤	126	190	37	4	3
66112	おみぐるし	お見苦し	0	190	77	5	4
66123	おみこし	おみこし	79	190	37	4	4
66126	おみこし	お神輿	63	190	37	4	3
66135	おみごと	お見事	0	190	120	4	3
66144	おみしり	お見知り	0	190	37	4	4
66155	おみしりおき	お見知りおき	0	190	103	6	6
66170	おみしりおき	お見知り置き	0	190	103	6	6
66185	おみず	お水	0	190	37	3	2
66192	おみずとり	お水取り	47	190	37	5	4
66203	おみせ	お店	79	190	37	3	2
66210	おみせ	お見せ	63	190	104	3	3
66219	おみせ	御店	63	190	37	3	2
66226	おみせ	御見せ	47	190	104	3	3
66235	おみせや	お店屋	0	190	37	4	3
66244	おみそ	お味噌	79	190	37	3	3
66253	おみそ	御味噌	63	190	37	3	3
66262	おみそしる	お味噌汁	79	190	37	5	4
66273	おみそしる	御味噌汁	63	190	37	5	4
66284	おみそれ	お見それ	126	190	101	4	4
66295	おみそれ	お見逸れ	111	190	104	4	4
66306	おみそれ	御見逸れ	95	190	104	4	4
66317	おみつもり	お見積り	79	190	100	5	4
66328	おみつもり	お見積	63	190	37	5	3
66337	おみつもり	お見積もり	63	190	104	5	5
66350	おみつもり	御見積	47	190	37	5	3
66359	おみつもり	御見積り	47	190	100	5	4
66370	おみつもりしょ	お見積書	79	190	37	7	4
66381	おみつもりしょ	御見積書	63	190	37	7	4
66392	おみとおし	お見通し	0	190	120	5	4
66403	おみのがし	お見のがし	0	190	103	5	5
66416	おみのがし	お見逃し	0	190	103	5	4
66427	おみまい	お見舞い	222	190	100	4	4
66438	おみまい	御見舞い	206	190	100	4	4
66449	おみまい	おみまい	0	190	101	4	4
66452	おみまい	お見舞	0	190	37	4	3
66461	おみまいひん	お見舞い品	0	190	37	6	5
66474	おみまもり	お見守り	0	190	103	5	4
66485	おみみ	お耳	0	190	37	3	2
66492	おみや	お宮	79	190	37	3	2
66499	おみや	御宮	63	190	37	3	2
66506	おみやげ	お土産	47	190	37	4	3
66515	おみやげ	おみやげ	0	190	37	4	4
66518	おみやげもの	おみやげ物	0	190	37	6	5
66531	おみやげもの	お土産物	0	190	37	6	4
66542	おみやげや	お土産屋	0	190	37	5	4
66553	おみやまいり	お宮参り	0	190	101	6	4
66564	おむかい	お向かい	0	190	37	4	4
66575	おむかえ	お迎え	79	190	100	4	3
66584	おむかえ	御迎え	63	190	100	4	3
66593	おむこ	お婿	0	190	37	3	2
66600	おむこさん	お婿さん	0	190	44	5	4
66611	おむすび	おむすび	142	190	37	4	4
66614	おむすび	お結び	126	190	103	4	3
66623	おむつ	おむつ	79	190	37	3	3
66626	おむつ	オムツ	63	190	37	3	3
